sex,age_cat,race,priors_count,c_charge_degree,decile_score,priors_count,Probability
0,45,0,9,1,6,9,0
1,45,1,1,1,1,1,0
0,25,0,0,1,1,0,0
1,45,0,4,0,2,4,0
1,25,0,5,1,7,5,0
1,25,0,3,0,7,3,0
1,0,0,0,1,3,0,0
1,45,1,1,1,1,1,0
1,45,0,1,0,1,1,0
1,25,1,2,1,3,2,0
0,25,1,11,1,7,11,1
1,0,0,2,1,4,2,0
1,25,0,0,1,8,0,1
0,25,0,5,1,5,5,1
1,0,1,0,1,5,0,0
0,25,1,3,1,4,3,0
1,45,1,4,0,3,4,0
1,25,0,7,1,8,7,1
1,25,0,5,1,9,5,1
1,0,0,1,1,2,1,0
1,25,1,2,1,4,2,1
1,0,1,2,1,5,2,0
1,0,0,0,0,3,0,0
0,25,1,0,0,2,0,0
1,25,0,0,1,8,0,0
1,25,0,1,1,3,1,0
1,25,0,1,1,2,1,0
1,45,1,0,0,1,0,0
0,0,0,0,1,5,0,0
0,25,0,1,0,6,1,0
1,45,1,0,0,1,0,0
1,25,0,3,1,1,3,1
0,25,0,2,0,2,2,0
0,45,1,4,1,1,4,1
1,45,0,0,0,1,0,0
1,25,0,3,1,1,3,1
1,25,0,2,1,4,2,0
1,45,0,11,0,9,11,0
0,45,1,0,1,1,0,1
1,0,0,0,1,4,0,0
1,45,0,3,1,7,3,0
1,25,0,0,1,2,0,1
0,25,0,1,1,5,1,0
1,25,1,6,1,7,6,0
1,25,0,5,0,6,5,0
1,25,1,0,1,1,0,1
1,25,1,4,0,2,4,0
1,45,0,1,0,6,1,0
1,25,1,5,1,5,5,1
0,25,0,0,1,3,0,1
1,0,0,1,1,4,1,1
1,25,0,1,0,1,1,0
1,25,0,24,1,10,24,1
1,25,0,12,1,9,12,0
1,25,0,4,1,6,4,1
1,45,1,6,1,2,6,1
1,0,0,0,0,3,0,0
1,0,0,3,1,6,3,1
1,25,0,0,1,4,0,0
1,45,0,23,1,7,23,1
1,45,0,1,1,1,1,0
1,25,0,13,1,10,13,1
1,25,1,14,1,4,14,1
1,25,0,9,1,8,9,1
1,25,0,0,0,1,0,0
1,25,0,8,1,3,8,1
0,25,1,3,1,7,3,1
1,25,1,0,1,7,0,0
1,45,1,1,0,1,1,1
1,0,1,2,1,7,2,1
1,25,1,0,0,1,0,0
1,25,0,7,0,5,7,0
1,25,0,5,1,7,5,0
0,45,0,2,1,1,2,0
1,45,1,0,0,5,0,0
1,25,0,5,1,9,5,1
0,25,1,0,0,9,0,0
1,25,0,0,1,2,0,0
1,25,1,6,0,7,6,0
1,25,0,2,1,5,2,0
1,0,0,3,1,7,3,1
1,25,1,2,0,4,2,0
0,25,0,0,0,2,0,0
1,25,0,8,1,8,8,1
1,45,1,2,0,1,2,1
0,0,0,0,1,4,0,0
1,25,1,3,0,1,3,0
1,0,0,2,0,8,2,1
0,45,0,14,0,7,14,1
1,25,1,9,0,7,9,1
1,25,1,9,0,6,9,0
1,25,0,1,0,3,1,0
0,45,1,3,1,1,3,0
1,45,1,0,0,1,0,0
1,25,0,19,0,9,19,1
1,25,0,1,1,4,1,0
0,25,0,0,1,5,0,1
1,45,1,0,1,1,0,0
1,0,0,0,0,4,0,1
1,25,1,0,0,4,0,0
1,25,0,5,0,10,5,0
1,25,0,11,1,10,11,0
1,25,1,4,0,4,4,1
1,25,0,0,0,2,0,1
1,0,0,0,0,7,0,0
1,25,1,0,0,1,0,0
1,25,0,10,0,4,10,1
1,45,0,4,1,7,4,0
1,0,0,11,1,10,11,1
1,25,0,1,1,3,1,0
1,0,0,0,1,3,0,0
1,25,0,8,0,10,8,1
1,25,1,5,0,3,5,1
1,25,1,1,1,9,1,0
1,0,0,0,1,10,0,1
1,45,1,0,0,1,0,0
0,25,1,3,1,4,3,0
1,45,0,9,1,8,9,1
1,0,1,1,1,3,1,1
0,0,0,0,0,7,0,1
1,25,0,1,1,3,1,0
1,45,0,4,1,1,4,0
1,25,0,1,1,2,1,0
1,25,1,10,1,6,10,1
1,45,0,1,1,1,1,1
0,45,0,3,0,1,3,0
1,0,1,3,0,5,3,0
1,0,0,0,1,3,0,1
1,25,1,0,0,1,0,0
1,0,0,3,1,10,3,1
1,45,1,10,1,7,10,1
1,25,1,1,1,1,1,1
1,0,1,0,0,8,0,1
1,25,0,6,1,5,6,0
1,25,0,0,1,8,0,0
1,25,0,19,1,9,19,1
0,25,0,1,0,3,1,1
1,25,0,6,1,6,6,0
1,25,0,2,1,9,2,0
1,25,1,11,1,8,11,1
1,25,0,0,1,1,0,0
1,25,0,1,1,6,1,1
1,0,0,3,1,2,3,1
1,25,0,7,1,4,7,1
1,0,0,2,1,4,2,1
1,25,1,0,1,2,0,0
1,0,1,0,0,7,0,0
1,25,0,0,0,1,0,0
1,0,0,2,0,7,2,1
1,0,0,0,1,9,0,1
1,25,1,15,1,9,15,1
1,25,0,2,0,2,2,1
1,25,0,10,1,9,10,1
0,0,0,4,0,8,4,1
1,25,1,0,0,3,0,0
1,45,1,8,1,3,8,0
1,25,1,5,1,5,5,1
1,25,0,14,1,8,14,1
1,25,0,13,1,8,13,1
1,25,0,9,1,7,9,1
1,25,0,0,0,1,0,0
0,45,0,21,1,7,21,1
1,0,0,1,0,5,1,1
1,45,0,1,1,1,1,0
1,25,0,4,1,8,4,0
1,25,0,5,1,4,5,1
1,25,1,1,1,7,1,1
0,25,1,0,0,3,0,0
1,25,1,11,1,9,11,1
1,0,0,3,0,7,3,0
1,25,0,6,1,9,6,1
1,25,1,0,0,1,0,0
1,25,0,2,1,1,2,1
1,0,0,3,1,6,3,1
1,0,0,0,1,5,0,0
1,25,1,0,0,4,0,0
1,25,0,0,0,2,0,1
1,25,0,18,0,10,18,0
1,25,0,1,1,9,1,0
1,25,1,2,1,4,2,1
1,25,1,3,0,4,3,0
0,25,0,4,1,6,4,1
1,45,0,5,0,7,5,0
1,25,0,0,0,1,0,0
1,45,0,0,0,1,0,0
1,0,0,0,1,3,0,1
1,25,0,7,1,5,7,1
1,25,0,1,0,2,1,0
1,0,1,0,1,3,0,0
1,25,0,10,0,10,10,1
1,25,0,0,1,2,0,0
1,25,0,2,1,2,2,0
1,25,0,8,1,8,8,1
1,25,0,1,1,3,1,1
1,45,1,0,0,1,0,0
1,25,0,1,1,4,1,0
1,0,1,0,1,5,0,1
1,25,0,1,1,1,1,0
0,0,0,6,0,6,6,0
1,25,1,0,1,1,0,0
1,25,1,1,1,3,1,0
1,45,1,1,1,1,1,1
1,25,0,0,1,4,0,0
1,0,0,0,1,3,0,0
1,0,1,0,1,4,0,0
1,25,0,1,0,2,1,0
1,45,1,9,0,5,9,0
1,25,0,2,0,7,2,0
1,25,0,0,1,5,0,1
1,25,0,1,0,1,1,0
1,25,1,0,1,4,0,0
1,0,1,1,1,2,1,1
1,25,0,3,0,5,3,0
1,25,0,4,0,3,4,1
1,45,1,3,0,1,3,1
1,25,0,0,1,2,0,0
1,45,0,0,1,1,0,0
0,0,0,2,1,4,2,1
1,45,0,8,1,5,8,1
1,25,0,5,0,5,5,0
0,45,0,1,0,7,1,0
1,25,0,9,1,8,9,0
1,45,0,5,1,9,5,1
0,25,1,0,1,4,0,0
1,45,0,5,0,3,5,0
1,45,1,0,1,1,0,1
1,45,1,2,1,1,2,0
1,45,1,0,0,1,0,0
1,45,0,4,1,3,4,1
0,25,0,0,1,1,0,0
1,0,0,2,1,8,2,1
1,45,0,16,1,9,16,0
1,0,0,0,1,4,0,0
1,25,0,21,1,9,21,1
0,0,0,0,0,4,0,0
1,25,0,1,1,4,1,0
1,25,0,8,1,8,8,1
1,0,0,1,1,6,1,0
1,25,1,1,0,2,1,1
1,45,0,8,0,4,8,0
1,45,1,0,0,1,0,0
1,0,0,1,1,7,1,1
1,45,1,1,0,1,1,1
1,45,1,0,0,2,0,1
1,45,0,2,1,9,2,0
0,25,0,11,1,8,11,1
1,25,0,4,0,5,4,0
1,25,0,14,1,9,14,1
1,25,0,2,1,5,2,0
1,45,0,5,1,1,5,1
1,25,0,0,1,10,0,1
1,25,0,12,1,3,12,0
1,25,1,7,1,10,7,1
1,25,0,8,1,4,8,0
1,25,0,5,1,6,5,0
0,25,0,1,0,1,1,0
1,25,1,4,1,4,4,0
0,25,0,0,0,1,0,0
1,0,0,1,1,5,1,0
0,45,1,7,0,3,7,0
1,25,1,1,1,1,1,1
1,45,0,1,1,1,1,0
1,25,1,0,0,3,0,1
0,25,0,4,0,1,4,0
1,25,0,3,1,7,3,0
1,25,0,4,1,4,4,0
1,45,0,0,0,1,0,0
1,25,0,2,0,2,2,0
1,45,0,5,1,2,5,0
1,25,0,0,1,3,0,0
1,25,0,4,1,7,4,1
1,25,0,0,0,5,0,0
1,25,1,1,0,1,1,0
0,25,0,1,1,4,1,0
1,25,0,13,0,10,13,1
1,25,0,9,1,7,9,0
1,25,1,1,1,2,1,0
0,25,0,4,1,2,4,1
1,25,1,0,1,1,0,0
1,45,1,5,0,1,5,0
0,25,1,1,0,2,1,0
1,25,0,3,1,2,3,0
0,45,0,7,0,4,7,0
1,0,0,0,1,5,0,0
1,25,0,16,1,10,16,1
1,25,0,2,1,7,2,1
0,0,0,0,0,4,0,0
1,25,0,1,1,6,1,0
0,0,1,1,1,5,1,0
1,25,0,13,0,10,13,1
1,45,0,0,1,1,0,0
1,25,0,2,1,2,2,0
0,25,0,0,0,1,0,0
1,45,1,0,0,1,0,0
1,0,1,0,0,4,0,1
1,25,0,6,0,9,6,0
1,25,0,0,1,8,0,0
1,25,0,2,1,3,2,1
1,25,0,2,1,8,2,1
0,25,0,7,0,4,7,0
1,0,0,1,1,10,1,1
1,0,0,3,1,6,3,1
1,25,0,2,0,4,2,0
1,0,0,0,1,4,0,1
1,45,1,2,0,4,2,0
1,45,0,1,1,2,1,0
1,25,0,19,1,6,19,0
1,25,0,8,1,5,8,1
1,25,0,5,1,3,5,1
1,0,0,1,0,4,1,1
1,25,0,7,1,8,7,0
0,25,1,0,0,1,0,0
1,45,1,2,0,8,2,0
1,25,0,11,1,6,11,1
1,25,0,0,1,7,0,0
1,25,1,6,1,8,6,1
1,45,0,38,1,7,38,1
1,25,0,7,1,5,7,1
1,25,0,0,1,3,0,1
0,25,1,7,1,8,7,0
1,25,1,0,1,3,0,0
1,25,0,3,1,7,3,0
1,25,0,4,1,2,4,1
1,45,1,4,1,1,4,0
1,0,1,0,1,4,0,0
1,25,0,1,1,9,1,0
1,25,1,0,1,2,0,0
1,0,0,1,1,6,1,1
1,25,0,0,1,1,0,0
1,25,1,7,0,7,7,1
1,25,1,0,0,3,0,0
1,25,0,13,1,6,13,1
1,25,1,2,1,5,2,1
1,0,1,0,1,2,0,1
1,25,0,4,1,10,4,1
1,45,1,0,0,1,0,0
0,25,0,0,0,8,0,1
1,0,0,0,1,5,0,1
1,45,1,1,0,1,1,1
1,25,0,4,1,5,4,0
1,25,0,4,1,2,4,1
1,0,1,5,1,8,5,1
1,0,1,0,1,7,0,1
1,25,0,2,1,5,2,0
1,25,0,1,1,4,1,1
0,25,1,2,1,3,2,0
1,45,0,2,1,1,2,0
1,25,0,23,1,9,23,1
1,0,0,0,1,3,0,0
1,25,0,4,1,4,4,0
1,25,1,0,0,1,0,0
0,25,0,0,0,2,0,0
1,0,0,0,1,6,0,0
1,25,0,1,1,1,1,1
0,0,1,0,1,8,0,0
1,0,0,1,1,7,1,0
1,45,1,2,0,1,2,0
1,25,0,9,1,6,9,0
1,45,0,0,0,1,0,0
0,25,0,0,0,2,0,0
1,0,0,3,1,6,3,0
1,25,0,0,1,7,0,1
0,25,0,3,0,3,3,1
1,45,1,0,0,1,0,0
1,25,1,0,1,2,0,0
1,25,0,0,0,4,0,0
1,25,0,6,1,7,6,0
1,45,1,9,1,9,9,1
1,0,0,0,1,9,0,1
1,25,0,4,1,8,4,0
1,25,1,1,1,6,1,1
1,25,1,2,1,5,2,0
0,45,0,4,1,4,4,0
0,45,0,0,1,1,0,0
1,25,1,8,1,1,8,0
1,25,0,12,1,10,12,1
1,25,1,0,0,1,0,0
1,25,0,11,1,10,11,1
0,25,0,5,1,7,5,0
1,0,0,2,1,7,2,0
0,45,0,1,1,8,1,1
1,25,1,0,0,3,0,0
1,25,1,1,1,6,1,0
1,45,1,11,1,1,11,1
1,45,1,2,1,1,2,0
1,45,0,4,0,2,4,0
0,45,0,15,1,10,15,1
1,45,0,21,1,6,21,1
0,45,1,1,1,1,1,0
0,25,0,9,0,6,9,1
0,45,1,0,1,1,0,0
1,25,0,0,0,2,0,0
1,25,1,5,0,7,5,1
1,0,0,1,1,10,1,1
1,25,0,26,1,10,26,1
1,0,0,1,1,9,1,1
1,0,0,0,1,6,0,0
1,25,0,4,1,10,4,1
0,25,0,3,1,5,3,1
1,25,1,3,1,4,3,1
1,45,1,0,0,1,0,0
1,25,1,11,1,9,11,1
1,45,0,5,1,5,5,1
1,25,0,4,0,1,4,1
1,0,0,1,1,8,1,1
1,25,0,18,1,4,18,1
1,25,0,15,1,6,15,0
1,25,0,0,1,4,0,0
1,25,0,8,0,2,8,1
1,25,0,3,1,4,3,0
0,25,1,0,1,3,0,0
0,0,0,0,0,5,0,1
1,25,0,0,0,1,0,0
1,25,1,6,0,5,6,0
1,25,0,3,1,2,3,1
1,45,1,13,1,7,13,1
0,25,0,0,0,2,0,0
0,25,1,2,1,5,2,1
1,25,0,3,1,2,3,0
0,45,1,3,1,2,3,0
1,25,1,1,0,3,1,0
1,25,1,5,1,5,5,1
1,25,0,1,0,3,1,0
1,45,1,1,0,1,1,0
1,25,1,2,1,4,2,0
1,45,1,0,0,1,0,0
0,25,1,4,0,8,4,1
1,45,1,9,1,6,9,0
0,25,1,0,1,2,0,0
1,0,1,0,1,4,0,0
1,0,0,0,1,4,0,1
1,25,0,4,0,8,4,1
1,45,1,0,0,1,0,0
1,45,0,0,0,1,0,0
1,25,0,4,1,10,4,0
0,0,0,1,1,6,1,1
1,25,1,0,0,4,0,1
1,25,0,3,1,10,3,1
1,45,0,1,1,1,1,0
1,25,1,3,1,1,3,1
0,25,0,0,0,3,0,1
1,25,0,14,1,8,14,1
1,0,0,0,0,6,0,0
1,45,1,0,1,1,0,0
1,25,0,37,0,7,37,1
1,0,0,2,1,6,2,0
1,25,0,0,0,1,0,1
1,0,0,1,1,3,1,1
1,25,0,2,1,7,2,1
0,25,1,2,1,3,2,0
0,25,0,7,1,3,7,1
1,25,1,7,1,4,7,1
1,25,0,0,0,3,0,1
1,25,0,1,1,1,1,0
0,25,0,3,1,4,3,1
1,25,0,1,1,2,1,1
1,45,1,3,1,1,3,0
1,25,0,0,1,4,0,0
1,25,0,1,1,1,1,0
1,25,0,15,1,9,15,1
1,45,0,6,1,7,6,1
1,25,0,1,1,6,1,0
1,0,0,17,1,9,17,1
1,25,0,0,1,1,0,1
1,0,0,1,1,9,1,1
0,25,0,1,1,2,1,1
1,0,0,0,1,3,0,0
1,45,0,9,1,7,9,1
0,25,0,0,1,1,0,0
0,25,1,0,1,1,0,0
1,0,0,1,1,4,1,0
0,45,0,1,1,4,1,0
1,25,0,1,0,2,1,1
1,45,0,10,1,5,10,1
1,0,1,1,1,8,1,0
1,45,0,7,0,9,7,0
1,25,1,6,1,5,6,1
1,45,0,1,0,1,1,1
1,45,1,0,0,1,0,0
0,25,0,9,0,8,9,1
1,45,1,0,0,1,0,0
1,25,0,10,1,6,10,1
1,0,1,3,1,8,3,1
1,25,0,0,1,1,0,1
1,45,0,0,0,5,0,0
1,45,0,1,0,7,1,0
1,0,0,3,1,10,3,1
1,25,0,13,1,10,13,0
1,45,0,3,0,1,3,1
1,25,0,5,1,4,5,1
1,45,0,2,1,1,2,0
0,25,0,7,1,2,7,0
1,0,1,0,0,8,0,1
1,45,1,1,0,1,1,0
0,0,1,0,1,3,0,1
1,0,0,0,0,6,0,0
1,45,0,1,1,3,1,0
0,25,1,0,1,2,0,0
1,25,1,0,0,2,0,0
1,25,1,0,1,4,0,1
1,25,0,2,1,5,2,1
1,25,1,3,1,3,3,0
1,25,0,3,0,2,3,1
1,25,0,7,1,5,7,1
1,25,0,1,1,2,1,0
1,25,1,0,1,5,0,1
0,25,1,2,1,2,2,0
1,0,0,6,1,10,6,1
1,25,0,21,1,10,21,1
0,25,1,0,0,1,0,0
1,0,0,0,1,6,0,1
0,25,0,0,0,2,0,0
1,25,0,25,1,10,25,1
0,0,1,0,1,6,0,0
1,25,1,0,0,6,0,1
1,25,1,0,1,1,0,0
1,0,0,1,0,8,1,1
1,45,1,0,1,7,0,1
1,25,0,11,1,8,11,1
1,25,1,0,1,2,0,1
1,25,1,1,0,3,1,0
1,25,0,2,0,6,2,1
0,25,0,12,1,7,12,1
1,25,0,19,0,8,19,1
1,45,1,2,0,2,2,0
1,25,0,3,1,1,3,0
1,45,0,15,1,3,15,1
1,25,0,9,1,3,9,1
0,25,0,1,1,3,1,0
1,0,0,1,0,8,1,0
1,45,0,1,1,1,1,0
1,25,1,1,0,2,1,0
1,0,0,3,1,6,3,1
1,25,1,1,0,1,1,1
1,25,1,1,1,3,1,0
1,0,1,1,1,5,1,1
1,45,0,2,1,1,2,0
1,25,0,3,1,10,3,1
1,0,0,1,1,2,1,1
1,25,1,4,1,3,4,1
1,25,1,5,1,5,5,0
1,25,0,6,0,8,6,1
0,0,0,4,1,10,4,1
1,45,0,1,0,2,1,0
0,25,0,2,0,4,2,1
1,25,1,0,0,1,0,0
1,45,0,22,1,7,22,1
1,25,0,4,1,2,4,1
1,45,1,7,1,6,7,0
1,25,1,2,1,1,2,0
0,0,0,1,1,9,1,0
1,25,0,0,0,2,0,0
1,0,0,3,1,7,3,0
1,25,0,2,1,2,2,0
1,25,0,7,1,4,7,1
0,25,0,14,1,10,14,1
1,25,1,2,0,6,2,0
1,0,0,6,1,10,6,1
1,25,0,1,1,1,1,1
1,25,0,2,0,4,2,0
1,25,0,7,0,8,7,0
1,45,0,0,1,1,0,0
0,0,0,0,1,5,0,0
1,25,1,10,0,9,10,1
1,0,1,0,1,3,0,0
1,25,0,5,1,7,5,1
1,25,1,4,0,1,4,0
1,25,0,1,1,3,1,1
1,45,0,1,1,1,1,1
1,45,0,8,1,3,8,1
1,0,0,1,1,10,1,1
1,45,1,1,1,1,1,0
1,45,1,5,1,2,5,0
0,0,0,0,1,3,0,0
1,25,0,0,1,1,0,0
0,25,1,2,1,3,2,0
1,25,1,8,1,10,8,1
1,45,1,1,0,1,1,0
1,25,1,2,1,2,2,0
1,25,1,0,1,2,0,1
1,0,0,1,1,2,1,0
1,25,0,3,1,5,3,0
1,0,1,0,1,2,0,0
1,45,0,4,0,1,4,0
1,0,1,0,1,6,0,1
0,25,1,4,1,1,4,1
1,0,0,1,1,2,1,1
1,0,0,0,1,2,0,0
1,45,0,3,1,4,3,0
1,25,0,7,1,7,7,1
1,0,0,1,1,6,1,1
1,25,1,0,0,3,0,0
1,45,1,3,1,1,3,0
1,25,0,0,1,1,0,0
1,0,0,1,1,8,1,1
1,25,1,4,1,3,4,0
1,45,0,0,1,1,0,0
1,45,0,17,1,7,17,1
1,25,0,8,1,7,8,1
1,0,1,1,1,9,1,0
1,25,1,9,1,7,9,0
1,25,1,0,0,1,0,1
1,25,1,1,0,8,1,1
1,25,0,1,1,1,1,0
1,0,0,2,1,3,2,1
1,45,1,4,1,2,4,0
1,25,0,4,1,3,4,0
1,25,0,2,1,1,2,1
0,25,0,0,0,3,0,1
1,25,1,0,0,5,0,0
1,45,1,1,0,1,1,1
1,25,0,2,1,3,2,0
1,45,1,1,1,4,1,0
1,45,0,1,0,4,1,1
1,45,1,0,1,1,0,0
1,0,1,3,0,5,3,1
1,25,0,1,1,1,1,0
1,25,0,1,1,2,1,0
0,25,0,10,0,7,10,1
1,25,0,10,0,8,10,1
1,25,0,6,1,6,6,1
1,45,0,1,1,5,1,0
1,25,0,0,1,1,0,0
1,45,1,3,0,3,3,1
1,45,1,10,1,6,10,0
1,25,0,1,1,9,1,1
1,45,0,10,1,7,10,1
1,25,0,4,0,1,4,0
1,25,1,10,1,8,10,1
1,25,0,4,1,2,4,0
0,45,1,0,0,1,0,0
1,25,0,3,0,10,3,0
1,0,0,1,1,7,1,1
1,45,1,0,1,7,0,0
1,25,1,16,0,7,16,0
1,0,0,4,1,6,4,1
1,0,0,0,1,7,0,1
1,45,1,0,1,1,0,0
0,25,1,0,0,1,0,0
1,25,1,0,1,3,0,0
0,0,0,2,1,4,2,0
0,45,0,7,1,6,7,0
1,25,0,0,0,2,0,0
1,25,1,0,0,6,0,0
1,25,0,3,1,4,3,1
1,0,0,1,1,6,1,1
1,25,1,0,0,1,0,0
1,25,1,11,1,7,11,1
1,0,0,0,1,3,0,0
1,45,0,10,1,6,10,1
1,25,0,4,1,8,4,1
1,25,0,1,1,4,1,1
1,25,0,0,1,2,0,0
1,45,0,1,1,4,1,0
1,0,0,0,0,9,0,0
0,25,0,0,0,4,0,0
1,45,0,0,0,1,0,0
1,45,1,1,1,1,1,0
1,45,0,2,1,3,2,0
1,45,0,16,1,6,16,1
1,25,0,4,1,7,4,0
1,25,0,8,1,6,8,0
0,25,0,0,0,2,0,0
1,25,0,1,0,5,1,0
1,25,0,4,0,5,4,0
0,25,1,12,1,7,12,1
1,25,1,0,0,1,0,0
1,25,0,0,1,1,0,0
0,25,0,0,1,2,0,0
1,25,0,9,1,6,9,1
1,45,0,1,1,5,1,0
1,25,1,1,1,2,1,0
0,45,1,0,0,3,0,1
0,45,0,8,1,9,8,0
1,25,0,5,1,7,5,1
1,25,0,1,0,9,1,1
1,45,0,13,1,1,13,1
1,0,0,0,0,9,0,1
1,25,0,8,1,2,8,1
1,0,0,0,0,2,0,0
1,0,0,1,1,9,1,0
1,45,1,0,0,1,0,0
1,45,1,0,1,1,0,0
1,25,1,1,1,2,1,0
1,0,0,1,1,4,1,1
1,45,0,30,1,4,30,0
1,45,1,5,1,8,5,1
1,45,1,0,0,1,0,0
0,25,0,0,1,1,0,0
1,45,1,2,0,1,2,0
0,25,0,1,1,1,1,0
0,25,0,0,1,1,0,0
1,0,0,1,1,7,1,1
1,25,1,0,1,2,0,1
1,45,0,2,1,1,2,0
1,25,0,1,1,6,1,1
1,45,1,1,0,1,1,0
1,45,0,4,1,7,4,0
1,0,0,2,1,9,2,0
1,45,1,33,1,9,33,1
0,45,1,1,1,1,1,0
1,0,0,1,0,7,1,1
1,25,0,1,0,1,1,0
1,0,0,4,1,8,4,1
0,25,0,0,1,1,0,0
1,45,0,0,0,1,0,0
1,25,0,0,1,1,0,0
1,0,0,0,1,1,0,1
1,25,0,1,0,1,1,0
1,25,1,4,1,2,4,0
0,25,1,0,1,2,0,0
1,25,1,14,1,9,14,0
1,45,1,1,0,1,1,0
0,0,0,2,1,4,2,0
1,25,0,15,1,5,15,0
1,25,0,6,1,8,6,1
1,0,0,1,1,4,1,0
1,45,0,1,0,1,1,0
1,25,1,2,1,6,2,1
1,25,1,1,0,6,1,0
1,25,0,1,1,8,1,1
1,25,0,18,0,10,18,1
1,0,0,1,1,6,1,1
1,25,1,1,1,2,1,1
1,45,0,3,0,2,3,0
0,25,0,14,1,8,14,0
1,25,0,7,1,5,7,1
1,25,0,20,1,9,20,1
1,25,1,0,1,9,0,1
1,0,1,0,0,2,0,1
1,25,1,2,1,5,2,1
0,25,0,1,0,1,1,0
1,45,1,0,0,1,0,0
1,25,0,5,1,9,5,1
1,0,1,3,1,5,3,1
1,0,0,0,0,7,0,0
1,45,1,0,0,1,0,0
0,25,1,0,0,1,0,0
1,25,1,1,0,2,1,1
1,25,0,1,0,5,1,0
1,0,1,2,0,3,2,0
1,25,0,14,1,5,14,0
1,25,0,16,1,10,16,1
1,25,1,0,1,1,0,0
1,0,1,1,0,3,1,0
1,25,0,1,1,7,1,1
1,25,1,0,1,4,0,0
1,25,1,0,1,1,0,0
1,25,1,1,1,3,1,0
1,45,1,6,1,4,6,0
1,25,1,1,1,4,1,1
1,45,0,0,1,7,0,1
1,25,0,7,1,6,7,0
1,25,0,0,0,2,0,0
1,25,0,8,1,7,8,1
1,45,1,0,0,1,0,0
1,45,0,0,0,1,0,1
1,25,0,1,0,1,1,0
1,25,1,0,1,2,0,1
0,25,1,1,0,5,1,1
1,25,1,9,0,4,9,1
1,45,0,2,1,2,2,1
1,25,0,1,1,5,1,1
1,25,0,2,1,4,2,0
1,0,0,5,0,10,5,1
0,0,0,4,0,8,4,1
1,0,0,1,0,4,1,0
1,25,0,3,0,1,3,0
0,45,0,2,1,3,2,0
1,25,0,2,0,5,2,1
1,45,0,6,0,9,6,1
1,25,1,8,1,6,8,1
0,25,0,0,0,2,0,0
1,0,1,0,1,8,0,1
1,45,0,1,1,6,1,0
0,45,1,0,0,1,0,0
1,45,1,0,1,3,0,0
1,45,0,1,0,1,1,0
1,45,0,3,0,3,3,1
1,25,0,5,1,10,5,0
1,45,1,1,1,2,1,0
1,25,0,2,1,1,2,0
0,45,0,2,0,1,2,1
1,0,0,2,1,7,2,1
1,25,0,5,1,8,5,1
1,25,0,4,0,5,4,0
1,0,0,1,1,3,1,1
1,45,1,3,0,1,3,0
0,25,0,7,1,3,7,0
0,25,0,0,1,2,0,0
0,25,0,3,1,6,3,1
1,25,0,2,1,3,2,1
1,45,1,0,0,1,0,0
1,25,1,0,0,1,0,0
1,25,1,0,0,2,0,0
1,45,1,0,0,1,0,0
1,0,0,0,0,10,0,0
1,45,0,22,0,5,22,0
1,25,0,0,0,4,0,0
1,25,0,9,1,10,9,1
1,0,1,1,1,4,1,0
1,25,1,0,0,2,0,0
1,45,0,0,1,6,0,1
1,25,0,10,1,5,10,1
1,0,1,0,1,3,0,0
0,45,1,0,1,3,0,1
1,45,1,2,0,1,2,1
0,45,0,5,1,2,5,0
1,25,0,11,1,3,11,0
0,0,0,0,1,8,0,1
1,0,0,6,0,7,6,1
1,25,1,0,1,3,0,1
1,45,1,2,1,1,2,0
1,25,0,11,1,8,11,1
1,25,1,5,0,4,5,0
0,25,0,1,1,9,1,1
0,45,0,0,0,2,0,0
1,25,0,13,1,8,13,1
1,45,0,0,1,1,0,0
1,25,1,13,1,8,13,1
1,25,0,5,0,5,5,1
1,45,0,8,1,6,8,0
1,25,1,4,0,2,4,0
1,0,0,0,1,3,0,0
1,25,0,8,1,1,8,1
1,45,0,3,1,5,3,1
1,25,0,0,0,5,0,0
0,25,0,13,1,6,13,0
1,0,0,0,1,3,0,1
1,0,0,0,1,4,0,1
1,45,1,2,0,2,2,0
0,25,0,5,1,9,5,1
1,45,0,7,1,5,7,0
0,0,0,0,1,6,0,0
1,25,0,6,0,10,6,1
1,25,1,3,1,6,3,0
1,25,0,3,1,10,3,1
1,25,1,0,0,3,0,0
1,25,0,1,1,1,1,1
1,25,0,1,0,1,1,1
1,25,0,1,1,2,1,1
1,25,0,1,1,1,1,0
1,0,0,1,1,5,1,0
1,25,1,3,1,9,3,1
1,25,1,0,0,4,0,0
1,0,0,1,0,2,1,0
1,25,1,0,1,1,0,0
1,25,0,0,1,2,0,0
1,25,0,0,1,1,0,0
1,45,1,1,1,1,1,0
1,45,1,0,0,1,0,0
1,45,0,14,1,8,14,1
1,0,0,1,1,10,1,1
1,25,1,6,0,7,6,0
0,45,1,2,1,1,2,1
1,25,0,7,1,3,7,0
1,25,1,1,0,2,1,0
1,45,0,7,1,7,7,1
1,45,1,0,0,1,0,0
0,0,1,1,1,3,1,0
1,25,1,0,0,3,0,0
1,25,0,0,0,7,0,1
1,25,0,4,0,5,4,1
1,25,0,0,1,1,0,0
1,25,1,0,0,7,0,0
1,25,0,17,1,6,17,1
1,25,1,2,1,5,2,1
0,25,0,0,0,3,0,1
1,45,0,2,1,2,2,1
1,25,0,10,0,4,10,1
1,25,0,0,0,2,0,0
1,25,0,8,1,5,8,1
